date,nifty_open,nifty_high,nifty_low,nifty_close,result,change_pct,vix_vs_actual_diff,up_from_open,down_from_open,fii_view,pro_view,fii_bucket,pro_bucket,alignment,strong_alignment,move_direction,outcome_classification,close_outcome,vix_exhaustion,vix_predicted_move_pct,intraday_high_pct,intraday_low_pct,actual_open_close_pct,actual_range_pct,is_nifty_expiry,vix_open,vix_regime,year
2024-06-06,22798.6,22910.15,22642.6,22849.05,Green,+0.22%,-0.02,111.55,156.0,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,1.19,0.49,-0.68,0.22,1.17,1,18.89,Normal (15-20),2024
2024-06-07,22821.85,23320.2,22789.05,23270.05,Green,+1.96%,1.27,498.35,32.8,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.06,2.18,-0.14,1.96,2.33,0,16.8,Normal (15-20),2024
2024-06-10,23319.15,23411.9,23227.15,23234.45,Red,-0.36%,-0.27,92.75,92.0,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.06,0.4,-0.39,-0.36,0.79,0,16.8,Normal (15-20),2024
2024-06-11,23283.75,23389.45,23206.65,23261.8,Red,-0.09%,-0.27,105.7,77.1,Strong Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,1.06,0.45,-0.33,-0.09,0.79,0,16.8,Normal (15-20),2024
2024-06-12,23344.45,23441.95,23295.95,23308.4,Red,-0.15%,-0.43,97.5,48.5,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.06,0.42,-0.21,-0.15,0.63,0,16.8,Normal (15-20),2024
2024-06-13,23480.95,23481.05,23353.9,23399.35,Red,-0.35%,-0.37,0.1,127.05,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.0,-0.54,-0.35,0.54,1,14.39,Low (<15),2024
2024-06-14,23464.95,23490.4,23334.25,23454.15,Red,-0.05%,-0.18,25.45,130.7,Bullish,Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.85,0.11,-0.56,-0.05,0.67,0,13.49,Low (<15),2024
2024-06-18,23570.8,23579.05,23499.7,23562.3,Red,-0.04%,-0.51,8.25,71.1,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.85,0.04,-0.3,-0.04,0.34,0,13.49,Low (<15),2024
2024-06-19,23629.85,23664.0,23412.9,23521.4,Red,-0.46%,0.21,34.15,216.95,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.85,0.14,-0.92,-0.46,1.06,0,13.49,Low (<15),2024
2024-06-20,23586.15,23624.0,23442.6,23579.15,Red,-0.03%,-0.09,37.85,143.55,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.86,0.16,-0.61,-0.03,0.77,1,13.71,Low (<15),2024
2024-06-21,23661.15,23667.1,23398.2,23453.15,Red,-0.88%,0.3,5.95,262.95,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.84,0.03,-1.11,-0.88,1.14,0,13.35,Low (<15),2024
2024-06-24,23382.3,23558.1,23350.0,23548.65,Green,+0.71%,0.05,175.8,32.3,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.84,0.75,-0.14,0.71,0.89,0,13.35,Low (<15),2024
2024-06-25,23577.1,23754.15,23562.05,23721.9,Green,+0.61%,-0.03,177.05,15.05,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.84,0.75,-0.06,0.61,0.81,0,13.35,Low (<15),2024
2024-06-26,23723.1,23889.9,23670.45,23840.25,Green,+0.49%,0.09,166.8,52.65,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.84,0.7,-0.22,0.49,0.93,0,13.35,Low (<15),2024
2024-06-27,23881.55,24087.45,23805.4,24036.1,Green,+0.65%,0.29,205.9,76.15,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.89,0.86,-0.32,0.65,1.18,1,14.05,Low (<15),2024
2024-06-28,24085.9,24174.0,23985.8,24009.8,Red,-0.32%,-0.11,88.1,100.1,Strong Bullish,Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.89,0.37,-0.42,-0.32,0.78,0,14.15,Low (<15),2024
2024-07-01,23992.95,24164.0,23992.7,24123.15,Green,+0.54%,-0.18,171.05,0.25,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.89,0.71,-0.0,0.54,0.71,0,14.15,Low (<15),2024
2024-07-02,24228.75,24236.35,24056.4,24117.8,Red,-0.46%,-0.15,7.6,172.35,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.03,-0.71,-0.46,0.74,0,14.15,Low (<15),2024
2024-07-03,24291.75,24309.15,24207.1,24290.8,Flat,-0.0%,-0.47,17.4,84.65,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.07,-0.35,-0.0,0.42,0,14.15,Low (<15),2024
2024-07-04,24369.95,24401.0,24281.0,24304.65,Red,-0.27%,-0.34,31.05,88.95,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.83,0.13,-0.36,-0.27,0.49,1,13.21,Low (<15),2024
2024-07-05,24213.35,24363.0,24168.85,24316.75,Green,+0.43%,-0.01,149.65,44.5,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.81,0.62,-0.18,0.43,0.8,0,12.86,Low (<15),2024
2024-07-08,24329.45,24344.6,24240.55,24331.05,Green,+0.01%,-0.38,15.15,88.9,Strong Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.81,0.06,-0.37,0.01,0.43,0,12.86,Low (<15),2024
2024-07-09,24351.0,24443.6,24331.9,24417.25,Green,+0.27%,-0.35,92.6,19.1,Strong Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.81,0.38,-0.08,0.27,0.46,0,12.86,Low (<15),2024
2024-07-10,24459.85,24461.05,24141.8,24312.4,Red,-0.6%,0.5,1.2,318.05,Strong Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.81,0.0,-1.3,-0.6,1.31,0,12.86,Low (<15),2024
2024-07-11,24396.55,24402.65,24193.75,24338.5,Red,-0.24%,-0.05,6.1,202.8,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.91,0.03,-0.83,-0.24,0.86,1,14.43,Low (<15),2024
2024-07-12,24387.95,24592.2,24331.15,24512.4,Green,+0.51%,0.19,204.25,56.8,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.88,0.84,-0.23,0.51,1.07,0,14.0,Low (<15),2024
2024-07-16,24615.9,24661.25,24587.65,24601.1,Red,-0.06%,-0.58,45.35,28.25,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.88,0.18,-0.11,-0.06,0.3,0,14.0,Low (<15),2024
2024-07-18,24543.8,24837.75,24504.45,24779.35,Green,+0.96%,0.46,293.95,39.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.9,1.2,-0.16,0.96,1.36,1,14.22,Low (<15),2024
2024-07-19,24853.8,24854.8,24508.15,24525.85,Red,-1.32%,0.48,1.0,345.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.91,0.0,-1.39,-1.32,1.39,0,14.51,Low (<15),2024
2024-07-22,24445.75,24595.2,24362.3,24515.9,Green,+0.29%,0.04,149.45,83.45,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.61,-0.34,0.29,0.95,0,14.51,Low (<15),2024
2024-07-23,24568.9,24582.55,24074.2,24476.4,Red,-0.38%,1.16,13.65,494.7,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.06,-2.01,-0.38,2.07,0,14.51,Low (<15),2024
2024-07-24,24444.95,24504.25,24307.25,24441.9,Red,-0.01%,-0.1,59.3,137.7,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.91,0.24,-0.56,-0.01,0.81,0,14.51,Low (<15),2024
2024-07-25,24230.95,24426.15,24210.8,24415.0,Green,+0.76%,0.15,195.2,20.15,Bearish,Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.74,0.81,-0.08,0.76,0.89,1,11.76,Low (<15),2024
2024-07-26,24423.35,24861.15,24410.9,24851.75,Green,+1.75%,1.05,437.8,12.45,Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.79,1.79,-0.05,1.75,1.84,0,12.62,Low (<15),2024
2024-07-29,24943.3,24999.75,24774.6,24840.95,Red,-0.41%,0.11,56.45,168.7,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.79,0.23,-0.68,-0.41,0.9,0,12.62,Low (<15),2024
2024-07-30,24839.4,24971.75,24798.65,24840.9,Green,+0.01%,-0.09,132.35,40.75,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,0.53,-0.16,0.01,0.7,0,12.62,Low (<15),2024
2024-07-31,24886.7,24984.6,24856.5,24979.3,Green,+0.37%,-0.28,97.9,30.2,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,0.39,-0.12,0.37,0.51,0,12.62,Low (<15),2024
2024-08-01,25030.95,25078.3,24956.4,25006.0,Red,-0.1%,-0.34,47.35,74.55,Strong Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.83,0.19,-0.3,-0.1,0.49,1,13.25,Low (<15),2024
2024-08-02,24789.0,24851.9,24686.85,24699.45,Red,-0.36%,-0.14,62.9,102.15,Strong Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.81,0.25,-0.41,-0.36,0.67,0,12.93,Low (<15),2024
2024-08-05,24302.85,24350.05,23893.7,24051.8,Red,-1.03%,1.07,47.2,409.15,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.81,0.19,-1.68,-1.03,1.88,0,12.93,Low (<15),2024
2024-08-06,24189.85,24382.6,23960.4,24033.05,Red,-0.65%,0.94,192.75,229.45,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.81,0.8,-0.95,-0.65,1.75,0,12.93,Low (<15),2024
2024-08-07,24289.4,24337.7,24184.9,24315.25,Green,+0.11%,-0.18,48.3,104.5,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.81,0.2,-0.43,0.11,0.63,0,12.93,Low (<15),2024
2024-08-08,24248.55,24340.5,24079.7,24098.7,Red,-0.62%,0.06,91.95,168.85,Strong Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,1.02,0.38,-0.7,-0.62,1.08,1,16.17,Normal (15-20),2024
2024-08-09,24386.85,24419.75,24311.2,24364.4,Red,-0.09%,-0.6,32.9,75.65,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,1.05,0.13,-0.31,-0.09,0.45,0,16.6,Normal (15-20),2024
2024-08-12,24320.05,24472.8,24212.1,24348.8,Green,+0.12%,0.02,152.75,107.95,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.05,0.63,-0.44,0.12,1.07,0,16.6,Normal (15-20),2024
2024-08-13,24342.35,24359.95,24116.5,24141.2,Red,-0.83%,-0.05,17.6,225.85,Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.05,0.07,-0.93,-0.83,1.0,0,16.6,Normal (15-20),2024
2024-08-14,24184.4,24196.5,24099.7,24144.5,Red,-0.16%,-0.62,12.1,84.7,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,1.02,0.05,-0.35,-0.16,0.4,1,16.17,Normal (15-20),2024
2024-08-16,24334.85,24563.9,24204.5,24539.2,Green,+0.84%,0.51,229.05,130.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.97,0.94,-0.54,0.84,1.48,0,15.44,Normal (15-20),2024
2024-08-19,24636.35,24638.8,24522.95,24579.0,Red,-0.23%,-0.5,2.45,113.4,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.97,0.01,-0.46,-0.23,0.47,0,15.44,Normal (15-20),2024
2024-08-20,24648.9,24734.3,24607.2,24672.85,Green,+0.1%,-0.45,85.4,41.7,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.97,0.35,-0.17,0.1,0.52,0,15.44,Normal (15-20),2024
2024-08-21,24680.55,24787.95,24654.5,24781.9,Green,+0.41%,-0.43,107.4,26.05,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.97,0.44,-0.11,0.41,0.54,0,15.44,Normal (15-20),2024
2024-08-22,24863.4,24867.35,24784.45,24810.9,Red,-0.21%,-0.51,3.95,78.95,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.84,0.02,-0.32,-0.21,0.33,1,13.33,Low (<15),2024
2024-08-23,24845.4,24858.4,24771.65,24831.85,Red,-0.05%,-0.47,13.0,73.75,Mildly Bullish,Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.82,0.05,-0.3,-0.05,0.35,0,13.0,Low (<15),2024
2024-08-26,24906.1,25043.8,24874.7,25011.45,Green,+0.42%,-0.14,137.7,31.4,Mildly Bearish,Mildly Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.82,0.55,-0.13,0.42,0.68,0,13.0,Low (<15),2024
2024-08-27,25024.8,25073.1,24973.65,24997.05,Red,-0.11%,-0.42,48.3,51.15,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.82,0.19,-0.2,-0.11,0.4,0,13.0,Low (<15),2024
2024-08-28,25030.8,25129.6,24964.65,25044.85,Green,+0.06%,-0.16,98.8,66.15,Mildly Bearish,Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.82,0.39,-0.26,0.06,0.66,0,13.0,Low (<15),2024
2024-08-29,25035.3,25192.9,24998.5,25156.75,Green,+0.49%,-0.1,157.6,36.8,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.88,0.63,-0.15,0.49,0.78,1,13.95,Low (<15),2024
2024-08-30,25249.7,25268.35,25199.4,25247.0,Red,-0.01%,-0.6,18.65,50.3,Strong Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.87,0.07,-0.2,-0.01,0.27,0,13.79,Low (<15),2024
2024-09-02,25333.6,25333.65,25235.5,25273.9,Red,-0.24%,-0.48,0.05,98.1,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.87,0.0,-0.39,-0.24,0.39,0,13.79,Low (<15),2024
2024-09-03,25313.4,25321.7,25235.8,25268.85,Red,-0.18%,-0.53,8.3,77.6,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.87,0.03,-0.31,-0.18,0.34,0,13.79,Low (<15),2024
2024-09-04,25089.95,25216.0,25083.8,25206.35,Green,+0.46%,-0.34,126.05,6.15,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.87,0.5,-0.02,0.46,0.53,0,13.79,Low (<15),2024
2024-09-05,25250.5,25275.45,25127.75,25144.8,Red,-0.42%,-0.33,24.95,122.75,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.91,0.1,-0.49,-0.42,0.58,1,14.38,Low (<15),2024
2024-09-06,25093.7,25168.75,24801.3,24868.5,Red,-0.9%,0.56,75.05,292.4,Mildly Bullish,Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.9,0.3,-1.17,-0.9,1.46,0,14.21,Low (<15),2024
2024-09-09,24823.4,24957.5,24753.15,24942.25,Green,+0.48%,-0.08,134.1,70.25,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.9,0.54,-0.28,0.48,0.82,0,14.21,Low (<15),2024
2024-09-10,24999.4,25130.5,24896.8,25052.1,Green,+0.21%,0.03,131.1,102.6,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.9,0.52,-0.41,0.21,0.93,0,14.21,Low (<15),2024
2024-09-11,25034.0,25113.7,24885.15,24951.8,Red,-0.33%,0.01,79.7,148.85,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.9,0.32,-0.59,-0.33,0.91,0,14.21,Low (<15),2024
2024-09-12,25059.65,25433.35,24941.45,25314.95,Green,+1.02%,1.1,373.7,118.2,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.86,1.49,-0.47,1.02,1.96,1,13.63,Low (<15),2024
2024-09-16,25406.65,25445.7,25336.2,25377.2,Red,-0.12%,-0.43,39.05,70.45,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.86,0.15,-0.28,-0.12,0.43,0,13.63,Low (<15),2024
2024-09-17,25416.9,25441.65,25352.25,25407.15,Red,-0.04%,-0.51,24.75,64.65,Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.86,0.1,-0.25,-0.04,0.35,0,13.63,Low (<15),2024
2024-09-18,25402.4,25482.2,25285.55,25343.45,Red,-0.23%,-0.09,79.8,116.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.86,0.31,-0.46,-0.23,0.77,0,13.63,Low (<15),2024
2024-09-19,25487.05,25611.95,25376.05,25445.0,Red,-0.16%,0.09,124.9,111.0,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.84,0.49,-0.44,-0.16,0.93,1,13.37,Low (<15),2024
2024-09-20,25525.95,25849.25,25426.6,25820.35,Green,+1.15%,0.87,323.3,99.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,1.27,-0.39,1.15,1.66,0,12.47,Low (<15),2024
2024-09-23,25872.55,25956.0,25847.35,25930.15,Green,+0.22%,-0.37,83.45,25.2,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.79,0.32,-0.1,0.22,0.42,0,12.47,Low (<15),2024
2024-09-24,25921.45,26011.55,25886.85,25951.9,Green,+0.12%,-0.31,90.1,34.6,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,0.35,-0.13,0.12,0.48,0,12.47,Low (<15),2024
2024-09-25,25899.45,26032.8,25871.35,26013.5,Green,+0.44%,-0.17,133.35,28.1,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.79,0.51,-0.11,0.44,0.62,0,12.47,Low (<15),2024
2024-09-26,26005.4,26250.9,25998.4,26184.65,Green,+0.69%,0.17,245.5,7.0,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.94,-0.03,0.69,0.97,1,12.74,Low (<15),2024
2024-09-27,26248.25,26277.35,26151.4,26175.0,Red,-0.28%,-0.28,29.1,96.85,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.76,0.11,-0.37,-0.28,0.48,0,12.0,Low (<15),2024
2024-09-30,26061.3,26134.7,25794.1,25822.8,Red,-0.92%,0.55,73.4,267.2,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.76,0.28,-1.03,-0.92,1.31,0,12.0,Low (<15),2024
2024-10-01,25788.45,25907.6,25739.2,25812.55,Green,+0.09%,-0.11,119.15,49.25,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.76,0.46,-0.19,0.09,0.65,0,12.0,Low (<15),2024
2024-10-03,25452.85,25639.45,25230.3,25266.0,Red,-0.73%,0.85,186.6,222.55,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.76,0.73,-0.87,-0.73,1.61,1,11.99,Low (<15),2024
2024-10-04,25181.9,25485.05,24966.8,25049.1,Red,-0.53%,1.23,303.15,215.1,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.83,1.2,-0.85,-0.53,2.06,0,13.17,Low (<15),2024
2024-10-07,25084.1,25143.0,24694.35,24819.0,Red,-1.06%,0.96,58.9,389.75,Strong Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.83,0.23,-1.55,-1.06,1.79,0,13.17,Low (<15),2024
2024-10-08,24832.2,25044.0,24756.8,25039.5,Green,+0.83%,0.33,211.8,75.4,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.83,0.85,-0.3,0.83,1.16,0,13.17,Low (<15),2024
2024-10-09,25065.8,25234.05,24947.7,25019.55,Red,-0.18%,0.31,168.25,118.1,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.83,0.67,-0.47,-0.18,1.14,0,13.17,Low (<15),2024
2024-10-10,25067.05,25134.05,24979.4,25007.55,Red,-0.24%,-0.27,67.0,87.65,Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.27,-0.35,-0.24,0.62,1,14.12,Low (<15),2024
2024-10-11,24985.3,25028.65,24920.05,24975.05,Red,-0.04%,-0.42,43.35,65.25,Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.85,0.17,-0.26,-0.04,0.43,0,13.5,Low (<15),2024
2024-10-14,25023.45,25159.75,25017.5,25142.3,Green,+0.47%,-0.28,136.3,5.95,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.85,0.54,-0.02,0.47,0.57,0,13.5,Low (<15),2024
2024-10-15,25186.3,25212.05,25008.15,25065.15,Red,-0.48%,-0.04,25.75,178.15,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.85,0.1,-0.71,-0.48,0.81,0,13.5,Low (<15),2024
2024-10-16,25008.55,25093.4,24908.45,24959.9,Red,-0.19%,-0.11,84.85,100.1,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.85,0.34,-0.4,-0.19,0.74,0,13.5,Low (<15),2024
2024-10-17,25027.4,25029.5,24728.9,24750.2,Red,-1.11%,0.38,2.1,298.5,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.82,0.01,-1.19,-1.11,1.2,1,13.05,Low (<15),2024
2024-10-18,24664.95,24886.2,24567.65,24862.65,Green,+0.8%,0.45,221.25,97.3,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.84,0.9,-0.39,0.8,1.29,0,13.39,Low (<15),2024
2024-10-21,24956.15,24978.3,24679.6,24739.45,Red,-0.87%,0.36,22.15,276.55,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.84,0.09,-1.11,-0.87,1.2,0,13.39,Low (<15),2024
