date,nifty_open,nifty_high,nifty_low,nifty_close,fii_view,pro_view,fii_bucket,pro_bucket,alignment,strong_alignment,move_direction,outcome_classification,close_outcome,vix_exhaustion,vix_predicted_move_pct,intraday_high_pct,intraday_low_pct,actual_open_close_pct,actual_range_pct,is_nifty_expiry,vix_open,vix_regime,year
2023-09-29,19581.2,19726.25,19551.05,19638.2,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.81,0.74,-0.15,0.29,0.89,0,12.82,Low (<15),2023
2023-10-03,19622.4,19623.2,19479.65,19522.95,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.81,0.0,-0.73,-0.51,0.73,0,12.82,Low (<15),2023
2023-10-04,19446.3,19457.8,19333.6,19446.15,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.81,0.06,-0.58,-0.0,0.64,0,12.82,Low (<15),2023
2023-10-05,19521.85,19576.95,19487.3,19546.6,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.73,0.28,-0.18,0.13,0.46,1,11.66,Low (<15),2023
2023-10-06,19621.2,19675.75,19589.4,19649.9,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.69,0.28,-0.16,0.15,0.44,0,10.94,Low (<15),2023
2023-10-09,19539.45,19588.95,19480.5,19497.5,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.69,0.25,-0.3,-0.21,0.56,0,10.94,Low (<15),2023
2023-10-10,19565.6,19717.8,19565.45,19691.5,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.69,0.78,-0.0,0.64,0.78,0,10.94,Low (<15),2023
2023-10-11,19767.0,19839.2,19756.95,19808.5,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.69,0.37,-0.05,0.21,0.42,0,10.94,Low (<15),2023
2023-10-12,19822.7,19843.3,19772.65,19782.9,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.69,0.1,-0.25,-0.2,0.36,1,10.99,Low (<15),2023
2023-10-13,19654.55,19805.4,19635.3,19730.95,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.67,0.77,-0.1,0.39,0.87,0,10.62,Low (<15),2023
2023-10-16,19737.25,19781.3,19691.85,19730.95,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.67,0.22,-0.23,-0.03,0.45,0,10.62,Low (<15),2023
2023-10-17,19843.2,19849.75,19775.65,19818.35,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.67,0.03,-0.34,-0.13,0.37,0,10.62,Low (<15),2023
2023-10-18,19820.45,19840.95,19659.95,19668.25,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.67,0.1,-0.81,-0.77,0.91,0,10.62,Low (<15),2023
2023-10-19,19545.2,19681.8,19512.35,19611.9,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.69,0.7,-0.17,0.34,0.87,1,10.97,Low (<15),2023
2023-10-20,19542.15,19593.8,19518.7,19541.75,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.69,0.26,-0.12,-0.0,0.38,0,10.9,Low (<15),2023
2023-10-23,19521.6,19556.85,19257.85,19278.45,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.69,0.18,-1.35,-1.25,1.53,0,10.9,Low (<15),2023
2023-10-25,19286.45,19347.3,19074.15,19125.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.69,0.32,-1.1,-0.83,1.42,0,10.9,Low (<15),2023
2023-10-26,19027.25,19041.7,18837.85,18848.5,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.71,0.08,-1.0,-0.94,1.07,1,11.31,Low (<15),2023
2023-10-27,18928.75,19076.15,18926.65,19060.5,Strong Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.74,0.78,-0.01,0.7,0.79,0,11.73,Low (<15),2023
2023-10-30,19053.4,19158.5,18940.0,19148.85,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.74,0.55,-0.6,0.5,1.15,0,11.73,Low (<15),2023
2023-10-31,19232.95,19233.7,19056.45,19086.55,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.74,0.0,-0.92,-0.76,0.92,0,11.73,Low (<15),2023
2023-11-01,19064.05,19096.05,18973.7,18990.4,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.74,0.17,-0.47,-0.39,0.64,0,11.73,Low (<15),2023
2023-11-02,19120.0,19175.25,19064.15,19144.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.76,0.29,-0.29,0.13,0.58,1,12.05,Low (<15),2023
2023-11-03,19241.0,19276.25,19210.9,19226.05,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.7,0.18,-0.16,-0.08,0.34,0,11.08,Low (<15),2023
2023-11-06,19345.85,19423.0,19309.7,19411.85,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.7,0.4,-0.19,0.34,0.59,0,11.08,Low (<15),2023
2023-11-07,19404.05,19423.5,19329.1,19417.2,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.7,0.1,-0.39,0.07,0.49,0,11.08,Low (<15),2023
2023-11-08,19449.6,19464.4,19401.5,19436.45,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.7,0.08,-0.25,-0.07,0.32,0,11.08,Low (<15),2023
2023-11-09,19457.4,19463.9,19378.35,19404.0,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.7,0.03,-0.41,-0.27,0.44,1,11.04,Low (<15),2023
2023-11-10,19351.85,19451.3,19329.45,19443.45,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.69,0.51,-0.12,0.47,0.63,0,10.98,Low (<15),2023
2023-11-12,19547.25,19547.25,19510.25,19522.3,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.69,0.0,-0.19,-0.13,0.19,0,10.98,Low (<15),2023
2023-11-13,19486.75,19494.4,19414.75,19440.15,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.69,0.04,-0.37,-0.24,0.41,0,10.98,Low (<15),2023
2023-11-15,19651.4,19693.2,19579.65,19676.8,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.69,0.21,-0.37,0.13,0.58,0,10.98,Low (<15),2023
2023-11-16,19674.7,19875.25,19627.0,19761.15,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.7,1.02,-0.24,0.44,1.26,1,11.14,Low (<15),2023
2023-11-17,19674.75,19806.0,19667.45,19719.7,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.73,0.67,-0.04,0.23,0.7,0,11.65,Low (<15),2023
2023-11-20,19731.15,19756.45,19670.5,19693.65,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.73,0.13,-0.31,-0.19,0.44,0,11.65,Low (<15),2023
2023-11-21,19770.9,19829.1,19754.05,19780.8,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.73,0.29,-0.09,0.05,0.38,0,11.65,Low (<15),2023
2023-11-22,19784.0,19825.55,19703.85,19810.6,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.73,0.21,-0.41,0.13,0.62,0,11.65,Low (<15),2023
2023-11-23,19828.45,19875.15,19786.75,19811.0,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.75,0.24,-0.21,-0.09,0.45,1,11.87,Low (<15),2023
2023-11-24,19809.6,19832.85,19768.85,19788.7,Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.71,0.12,-0.21,-0.11,0.32,0,11.32,Low (<15),2023
2023-11-28,19844.65,19916.85,19800.0,19908.45,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.71,0.36,-0.22,0.32,0.59,0,11.32,Low (<15),2023
2023-11-29,19976.55,20104.65,19956.3,20096.2,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.71,0.64,-0.1,0.6,0.74,0,11.32,Low (<15),2023
2023-11-30,20108.5,20158.7,20015.85,20127.2,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.8,0.25,-0.46,0.09,0.71,1,12.71,Low (<15),2023
2023-12-01,20194.1,20291.55,20183.7,20255.75,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.8,0.48,-0.05,0.31,0.53,0,12.69,Low (<15),2023
2023-12-04,20601.95,20702.65,20507.75,20686.8,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.49,-0.46,0.41,0.95,0,12.69,Low (<15),2023
2023-12-05,20808.9,20864.05,20711.15,20856.7,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.8,0.27,-0.47,0.23,0.73,0,12.69,Low (<15),2023
2023-12-06,20950.75,20961.95,20852.15,20935.9,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.8,0.05,-0.47,-0.07,0.52,0,12.69,Low (<15),2023
2023-12-07,20932.4,20941.25,20850.8,20916.1,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.87,0.04,-0.39,-0.08,0.43,1,13.74,Low (<15),2023
2023-12-08,20934.1,21006.1,20862.7,20972.1,Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.8,0.34,-0.34,0.18,0.69,0,12.67,Low (<15),2023
2023-12-11,20965.3,21026.1,20923.7,20992.8,Mildly Bearish,Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.8,0.29,-0.2,0.13,0.49,0,12.67,Low (<15),2023
2023-12-12,21018.55,21037.9,20867.15,20900.4,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.8,0.09,-0.72,-0.56,0.81,0,12.67,Low (<15),2023
2023-12-13,20929.75,20950.0,20769.5,20937.45,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.1,-0.77,0.04,0.86,0,12.67,Low (<15),2023
2023-12-14,21110.4,21210.9,21074.45,21195.25,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.76,0.48,-0.17,0.4,0.65,1,12.07,Low (<15),2023
2023-12-15,21287.45,21492.3,21235.3,21448.7,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.78,0.96,-0.24,0.76,1.21,0,12.32,Low (<15),2023
2023-12-18,21434.8,21482.8,21365.35,21410.8,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.78,0.22,-0.32,-0.11,0.55,0,12.32,Low (<15),2023
2023-12-19,21477.65,21505.05,21337.75,21446.0,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.78,0.13,-0.65,-0.15,0.78,0,12.32,Low (<15),2023
2023-12-20,21543.5,21593.0,21087.35,21101.5,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.78,0.23,-2.12,-2.05,2.35,0,12.32,Low (<15),2023
2023-12-21,21033.95,21288.35,20976.8,21283.0,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.91,1.21,-0.27,1.18,1.48,1,14.45,Low (<15),2023
2023-12-22,21295.85,21390.5,21232.45,21332.35,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.87,0.44,-0.3,0.17,0.74,0,13.76,Low (<15),2023
2023-12-26,21365.2,21477.15,21329.45,21454.15,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.87,0.52,-0.17,0.42,0.69,0,13.76,Low (<15),2023
2023-12-27,21497.65,21675.75,21495.8,21648.95,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.87,0.83,-0.01,0.7,0.84,0,13.76,Low (<15),2023
2023-12-28,21715.0,21801.45,21678.0,21773.7,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.98,0.4,-0.17,0.27,0.57,1,15.56,Normal (15-20),2023
2023-12-29,21737.65,21770.3,21676.9,21728.3,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.95,0.15,-0.28,-0.04,0.43,0,15.14,Normal (15-20),2023
2024-01-01,21727.75,21834.35,21680.85,21689.45,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.95,0.49,-0.22,-0.18,0.71,0,15.14,Normal (15-20),2024
2024-01-02,21751.35,21755.6,21555.65,21661.5,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.95,0.02,-0.9,-0.41,0.92,0,15.14,Normal (15-20),2024
2024-01-03,21661.1,21677.0,21500.35,21523.7,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.95,0.07,-0.74,-0.63,0.82,0,15.14,Normal (15-20),2024
2024-01-04,21605.8,21685.65,21564.55,21669.6,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.89,0.37,-0.19,0.3,0.56,1,14.1,Low (<15),2024
2024-01-05,21705.75,21749.6,21629.2,21709.55,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.84,0.2,-0.35,0.02,0.55,0,13.33,Low (<15),2024
2024-01-08,21747.6,21763.95,21492.9,21511.35,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.84,0.08,-1.17,-1.09,1.25,0,13.33,Low (<15),2024
2024-01-09,21653.6,21724.45,21517.85,21551.95,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.84,0.33,-0.63,-0.47,0.95,0,13.33,Low (<15),2024
2024-01-10,21529.3,21641.85,21448.65,21625.4,Strong Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.84,0.52,-0.37,0.45,0.9,0,13.33,Low (<15),2024
2024-01-11,21688.0,21726.5,21593.75,21669.4,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.82,0.18,-0.43,-0.09,0.61,1,12.97,Low (<15),2024
2024-01-12,21773.55,21928.25,21715.15,21908.25,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.71,-0.27,0.62,0.98,0,12.77,Low (<15),2024
2024-01-15,22053.15,22115.55,21963.55,22109.8,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.8,0.28,-0.41,0.26,0.69,0,12.77,Low (<15),2024
2024-01-16,22080.5,22124.15,21969.8,22031.6,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.8,0.2,-0.5,-0.22,0.7,0,12.77,Low (<15),2024
2024-01-18,21414.2,21539.4,21285.55,21477.25,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.95,0.58,-0.6,0.29,1.19,1,15.08,Normal (15-20),2024
2024-01-19,21615.2,21670.6,21575.0,21638.2,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.89,0.26,-0.19,0.11,0.44,0,14.07,Low (<15),2024
2024-01-20,21706.15,21720.3,21541.8,21586.95,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.07,-0.76,-0.55,0.82,0,14.07,Low (<15),2024
2024-01-23,21716.7,21750.25,21192.6,21243.05,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.15,-2.41,-2.18,2.57,0,14.07,Low (<15),2024
2024-01-24,21185.25,21482.35,21137.2,21460.7,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.89,1.4,-0.23,1.3,1.63,0,14.07,Low (<15),2024
2024-01-25,21454.6,21459.0,21247.05,21370.75,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.02,-0.97,-0.39,0.99,1,14.38,Low (<15),2024
2024-01-29,21433.1,21763.25,21429.6,21744.8,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.91,1.54,-0.02,1.45,1.56,0,14.38,Low (<15),2024
2024-01-30,21775.75,21813.05,21501.8,21530.55,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.91,0.17,-1.26,-1.13,1.43,0,14.38,Low (<15),2024
2024-01-31,21487.25,21741.35,21448.85,21708.3,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,1.18,-0.18,1.03,1.36,0,14.38,Low (<15),2024
2024-02-01,21780.65,21832.95,21658.75,21690.3,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.01,0.24,-0.56,-0.41,0.8,1,16.05,Normal (15-20),2024
2024-02-02,21812.75,22126.8,21805.55,21853.3,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.91,1.44,-0.03,0.19,1.47,0,14.46,Low (<15),2024
2024-02-05,21921.05,21964.3,21726.95,21761.3,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.91,0.2,-0.89,-0.73,1.08,0,14.46,Low (<15),2024
2024-02-06,21825.2,21951.4,21737.55,21938.8,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.58,-0.4,0.52,0.98,0,14.46,Low (<15),2024
2024-02-07,22045.05,22053.3,21860.15,21949.8,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.04,-0.84,-0.43,0.88,0,14.46,Low (<15),2024
2024-02-08,22009.65,22011.05,21665.3,21759.7,Mildly Bearish,Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.98,0.01,-1.56,-1.14,1.57,1,15.51,Normal (15-20),2024
2024-02-09,21727.0,21804.45,21629.9,21786.0,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.0,0.36,-0.45,0.27,0.8,0,15.83,Normal (15-20),2024
2024-02-12,21800.8,21831.7,21574.75,21612.6,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.0,0.14,-1.04,-0.86,1.18,0,15.83,Normal (15-20),2024
2024-02-13,21664.3,21766.8,21543.35,21728.0,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,1.0,0.47,-0.56,0.29,1.03,0,15.83,Normal (15-20),2024
2024-02-14,21578.15,21870.85,21530.2,21848.7,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.0,1.36,-0.22,1.25,1.58,0,15.83,Normal (15-20),2024
2024-02-15,21906.55,21953.85,21794.8,21927.05,Mildly Bearish,Mildly Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.97,0.22,-0.51,0.09,0.73,1,15.44,Normal (15-20),2024
2024-02-16,22020.3,22068.65,21968.95,22033.5,Strong Bullish,Mildly Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.96,0.22,-0.23,0.06,0.45,0,15.23,Normal (15-20),2024
2024-02-19,22103.45,22186.65,22021.05,22116.95,Bearish,Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.96,0.38,-0.37,0.06,0.75,0,15.23,Normal (15-20),2024
2024-02-20,22099.2,22215.6,22045.85,22208.15,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.96,0.53,-0.24,0.49,0.77,0,15.23,Normal (15-20),2024
2024-02-21,22248.85,22249.4,21997.95,22028.75,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.0,-1.13,-0.99,1.13,0,15.23,Normal (15-20),2024
2024-02-22,22081.55,22252.5,21875.25,22216.9,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,1.0,0.77,-0.93,0.61,1.71,1,15.93,Normal (15-20),2024
2024-02-23,22290.0,22297.5,22186.1,22194.25,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.03,-0.47,-0.43,0.5,0,15.2,Normal (15-20),2024
2024-02-26,22169.2,22202.15,22075.15,22117.15,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.96,0.15,-0.42,-0.23,0.57,0,15.2,Normal (15-20),2024
2024-02-27,22090.2,22218.25,22085.65,22194.2,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.96,0.58,-0.02,0.47,0.6,0,15.2,Normal (15-20),2024
2024-02-28,22214.1,22229.15,21915.85,21926.25,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.07,-1.34,-1.3,1.41,0,15.2,Normal (15-20),2024
2024-02-29,21935.2,22060.55,21860.65,22042.05,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.03,0.57,-0.34,0.49,0.91,1,16.33,Normal (15-20),2024
2024-03-01,22048.3,22353.3,22047.75,22326.05,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.98,1.38,-0.0,1.26,1.39,0,15.57,Normal (15-20),2024
2024-03-02,22406.95,22420.25,22366.95,22373.4,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.98,0.06,-0.18,-0.15,0.24,0,15.57,Normal (15-20),2024
2024-03-04,22403.5,22440.9,22358.3,22397.65,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.98,0.17,-0.2,-0.03,0.37,0,15.57,Normal (15-20),2024
2024-03-05,22371.25,22416.9,22269.15,22358.5,Strong Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.98,0.2,-0.46,-0.06,0.66,0,15.57,Normal (15-20),2024
2024-03-06,22327.5,22497.2,22224.35,22480.05,Bearish,Mildly Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.98,0.76,-0.46,0.68,1.22,0,15.57,Normal (15-20),2024
2024-03-07,22505.3,22525.65,22430.0,22483.5,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.9,0.09,-0.33,-0.1,0.43,1,14.3,Low (<15),2024
